,word,count,percent
109,"{'DOI': '10.13039/501100000038', 'name': 'Gouvernement du Canada | Natural Sciences and Engineering Research Council of Canada', 'doi-asserted-by': 'publisher', 'award': ['Undergraduate Student Research Awards', 'NSERC RGPIN-2018-06290 Adesida', 'NSERC RTI-2019-00310 Adesida']}",1,0.1355
110,"{'DOI': '10.13039/501100000145', 'name': 'Alberta Innovates | Alberta Innovates - Health Solutions', 'doi-asserted-by': 'publisher', 'award': ['Summer Studentship', 'Summer Studentship']}",1,0.1355
111,"{'DOI': '10.13039/100010090', 'name': 'Women and Children&apos;s Health Research Institute', 'doi-asserted-by': 'publisher', 'award': ['Summer Studentship', 'UOFAB WCHRIIG 3126', 'UOFAB WCHRIIG 3126', 'UOFAB WCHRIIG 3126', 'WCHRI Summer Studentship']}",1,0.1355
112,"{'DOI': '10.13039/501100000001', 'name': 'Alberta Cancer Foundation', 'doi-asserted-by': 'publisher', 'award': ['ACF-MIBRP 27128 Adesida', 'ACF-MIBRP 27128 Adesida']}",1,0.1355
113,"{'DOI': '10.13039/100016714', 'name': 'University of Sharjah', 'doi-asserted-by': 'publisher', 'award': ['1901090168']}",1,0.1355
114,"{'name': 'Major Project of Military Medicine', 'award': ['BWS17C030']}",1,0.1355
115,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['11902321']}",1,0.1355
116,"{'DOI': '10.13039/501100002946', 'name': 'Deutsches Zentrum für Luft- und Raumfahrt', 'doi-asserted-by': 'publisher', 'award': ['50WM1763']}",1,0.1355
117,{'name': 'Leibniz-Institut für Neue Materialien gGmbH (INM)'},1,0.1355
118,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher', 'award': ['4000113871/15/NL/PG']}",1,0.1355
119,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80JSC018P0078']}",1,0.1355
120,"{'name': 'The National Key Research and Development Program of China', 'award': ['2017YFC1601900', '01-1-08']}",1,0.1355
121,"{'DOI': '10.13039/501100003981', 'name': 'Agenzia Spaziale Italiana', 'doi-asserted-by': 'publisher', 'award': ['Contract ASI N. 2019-4-U.0.']}",1,0.1355
122,"{'DOI': '10.13039/501100002858', 'name': 'China Postdoctoral Science Foundation', 'doi-asserted-by': 'publisher', 'award': ['2018T111136', '2016M592928']}",1,0.1355
123,"{'name': 'National Significant Science Foundation', 'award': ['2015ZX09J15102-003']}",1,0.1355
124,"{'DOI': '10.13039/501100014690', 'name': 'Ministerium für Kultur und Wissenschaft des Landes Nordrhein-Westfalen', 'doi-asserted-by': 'publisher', 'award': ['Nachwuchsgruppe Dr. Alexander Probst']}",1,0.1355
125,"{'DOI': '10.13039/501100010574', 'name': 'China Academy of Space Technology', 'doi-asserted-by': 'publisher', 'award': ['HYZHXM03003']}",1,0.1355
126,"{'DOI': '10.13039/501100004541', 'name': 'Ministry of Education, India', 'doi-asserted-by': 'publisher'}",1,0.1355
127,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['31870837']}",1,0.1355
128,"{'DOI': '10.13039/501100000272', 'name': 'National Institute for Health and Care Research', 'doi-asserted-by': 'publisher'}",1,0.1355
129,"{'DOI': '10.13039/100000104', 'name': 'NASA', 'doi-asserted-by': 'publisher'}",1,0.1355
130,{'name': 'NASA BPS Fundamental Physics Program'},1,0.1355
131,"{'DOI': '10.13039/100000001', 'name': 'National Science Foundation', 'doi-asserted-by': 'publisher', 'award': ['PHY-2012125']}",1,0.1355
132,"{'DOI': '10.13039/501100001691', 'name': 'Japan Society for the Promotion of Science', 'doi-asserted-by': 'publisher', 'award': ['20K08289', '18K15815', '24659369']}",1,0.1355
133,"{'DOI': '10.13039/501100005090', 'name': 'Beijing Nova Program', 'doi-asserted-by': 'publisher', 'award': ['Z191100001119021']}",1,0.1355
134,"{'DOI': '10.13039/501100012166', 'name': 'National Basic Research Program of China', 'doi-asserted-by': 'publisher', 'award': ['2014CB744400']}",1,0.1355
135,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher', 'award': ['ERFNet']}",1,0.1355
136,"{'DOI': '10.13039/501100002862', 'name': 'China University of Petroleum', 'doi-asserted-by': 'publisher'}",1,0.1355
137,"{'name': 'NASA Human Research Program', 'award': ['NNJ15HK11B']}",1,0.1355
138,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['31600404']}",1,0.1355
139,{'name': 'Space station engineering and aerospace technology test field project'},1,0.1355
140,"{'DOI': '10.13039/501100001691', 'name': 'Japan Society for the Promotion of Science', 'doi-asserted-by': 'publisher', 'award': ['JP21H02448']}",1,0.1355
141,"{'DOI': '10.13039/501100004398', 'name': 'Mitsubishi Foundation', 'doi-asserted-by': 'publisher', 'award': ['202110017']}",1,0.1355
142,"{'DOI': '10.13039/100007195', 'name': 'Università degli Studi di Napoli Federico II', 'doi-asserted-by': 'crossref'}",1,0.1355
143,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NSSC20K0120']}",1,0.1355
144,"{'DOI': '10.13039/100000001', 'name': 'National Science Foundation', 'doi-asserted-by': 'publisher', 'award': ['CBET-1637816']}",1,0.1355
145,"{'DOI': '10.13039/501100004829', 'name': 'Department of Science and Technology of Sichuan Province', 'doi-asserted-by': 'publisher', 'award': ['2021YJ0228']}",1,0.1355
146,"{'DOI': '10.13039/100012399', 'name': 'Biomedical Advanced Research and Development Authority', 'doi-asserted-by': 'publisher'}",1,0.1355
147,"{'DOI': '10.13039/100000038', 'name': 'U.S. Food and Drug Administration', 'doi-asserted-by': 'publisher'}",1,0.1355
148,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NM0018D0004']}",1,0.1355
149,"{'DOI': '10.13039/501100010857', 'name': 'Jiangxi Provincial Department of Science and Technology', 'doi-asserted-by': 'publisher', 'award': ['2020GXNSFAA297230']}",1,0.1355
150,"{'DOI': '10.13039/100001818', 'name': 'Research to Prevent Blindness', 'doi-asserted-by': 'publisher', 'award': ['unrestricted grant']}",1,0.1355
151,{'name': 'This work was supported by the Translational Research Institute for Space Health through NASA Cooperative Agreement NNX16AO69A.'},1,0.1355
152,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'crossref', 'award': ['No. 51772245 ，', '51675436']}",1,0.1355
153,"{'DOI': '10.13039/501100006041', 'name': 'Innovate UK', 'doi-asserted-by': 'publisher', 'award': ['104008']}",1,0.1355
154,"{'DOI': '10.13039/100000086', 'name': 'National Science Foundation, Directorate for Mathematical and Physical Sciences', 'doi-asserted-by': 'publisher', 'award': ['2002910']}",1,0.1355
155,"{'DOI': '10.13039/501100003399', 'name': 'Science and Technology Commission of Shanghai Municipality', 'doi-asserted-by': 'crossref', 'award': ['17520731800']}",1,0.1355
156,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['NNX17AJ31G', 'NNX17AJ31G', 'NNX17AJ31G', 'NNX17AJ31G']}",1,0.1355
157,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['NNX13AD35A']}",1,0.1355
158,"{'DOI': '10.13039/100008898', 'name': 'National Space Biomedical Research Institute', 'doi-asserted-by': 'publisher', 'award': ['NCC 9–58']}",1,0.1355
159,"{'DOI': '10.13039/501100000016', 'name': 'Gouvernement du Canada | Canadian Space Agency', 'doi-asserted-by': 'publisher', 'award': ['19HLSRM04']}",1,0.1355
160,"{'DOI': '10.13039/501100000038', 'name': 'Gouvernement du Canada | Natural Sciences and Engineering Research Council of Canada', 'doi-asserted-by': 'publisher', 'award': ['RGPIN-288253']}",1,0.1355
161,"{'DOI': '10.13039/501100002946', 'name': 'Deutsches Zentrum für Luft- und Raumfahrt', 'doi-asserted-by': 'publisher', 'award': ['50WB1922']}",1,0.1355
162,"{'DOI': '10.13039/100000060', 'name': 'National Institute of Allergy and Infectious Diseases', 'doi-asserted-by': 'publisher'}",1,0.1355
163,{'name': 'Health Canada Solutions Fund'},1,0.1355
164,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NSSC17K0036']}",1,0.1355
165,"{'DOI': '10.13039/100013965', 'name': 'Eastern Virginia Medical School', 'doi-asserted-by': 'publisher'}",1,0.1355
166,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'crossref', 'award': ['61972134']}",1,0.1355
167,"{'name': 'Fundamental Research Funds for the Universities of Henan Province', 'award': ['NSFRF210345']}",1,0.1355
168,"{'name': 'Henan Provincial Department of Science and Technology Research', 'award': ['192102210118', '182102310946']}",1,0.1355
169,"{'DOI': '10.13039/501100000016', 'name': 'Canadian Space Agency', 'doi-asserted-by': 'publisher'}",1,0.1355
170,"{'DOI': '10.13039/501100014434', 'name': 'Narodowa Agencja Wymiany Akademickiej', 'doi-asserted-by': 'publisher'}",1,0.1355
171,"{'DOI': '10.13039/100005326', 'name': 'Yale University', 'doi-asserted-by': 'publisher'}",1,0.1355
172,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher', 'award': ['ISLRA 2009-1062']}",1,0.1355
173,"{'DOI': '10.13039/501100002674', 'name': 'Russian Academy of Sciences', 'doi-asserted-by': 'publisher', 'award': ['63.1']}",1,0.1355
174,"{'name': 'Belgian Science Policy Prodex', 'award': ['-']}",1,0.1355
175,"{'DOI': '10.13039/100016714', 'name': 'University of Sharjah', 'doi-asserted-by': 'crossref'}",1,0.1355
176,"{'DOI': '10.13039/501100000844', 'name': 'european space agency', 'doi-asserted-by': 'publisher', 'award': ['4000113871-15-NL']}",1,0.1355
177,"{'DOI': '10.13039/501100000844', 'name': 'European Space Agency', 'doi-asserted-by': 'publisher', 'award': ['SCI-ESA-HRE-ESR-MATISS-1/2/2.5']}",1,0.1355
178,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NSSC19K0409']}",1,0.1355
179,"{'DOI': '10.13039/100006203', 'name': 'NASA Johnson Space Center', 'doi-asserted-by': 'publisher'}",1,0.1355
180,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['81572221']}",1,0.1355
181,"{'DOI': '10.13039/501100001809', 'name': 'National Natural Science Foundation of China', 'doi-asserted-by': 'publisher', 'award': ['82071108']}",1,0.1355
182,"{'name': 'China Scholarship Council and the University of Leeds', 'award': ['19B568']}",1,0.1355
183,"{'DOI': '10.13039/501100005047', 'name': 'Natural Science Foundation of Liaoning Province', 'doi-asserted-by': 'publisher', 'award': ['2020-ZLLH-47', '2020-MS-065']}",1,0.1355
184,"{'DOI': '10.13039/100004917', 'name': 'Cancer Prevention and Research Institute of Texas', 'doi-asserted-by': 'publisher'}",1,0.1355
185,"{'DOI': '10.13039/100000065', 'name': 'National Institute of Neurological Disorders and Stroke', 'doi-asserted-by': 'publisher', 'award': ['R35NS105092']}",1,0.1355
186,"{'DOI': '10.13039/100000104', 'name': 'National Aeronautics and Space Administration', 'doi-asserted-by': 'publisher', 'award': ['80NSSC19K1079']}",1,0.1355
187,"{'DOI': '10.13039/100000968', 'name': 'American Heart Association', 'doi-asserted-by': 'publisher', 'award': ['18CDA34110277', '18IPA34170321']}",1,0.1355
188,"{'DOI': '10.13039/100000002', 'name': 'National Institutes of Health', 'doi-asserted-by': 'publisher', 'award': ['5T32HL007824-22', 'HL133554']}",1,0.1355
