,word,count,percent
97,"General Pharmacology, Toxicology and Pharmaceutics",3,0.12892
98,"Geography, Planning and Development",3,0.12892
99,Colloid and Surface Chemistry,3,0.12892
100,History and Philosophy of Science,3,0.12892
101,Environmental Engineering,3,0.12892
102,"Endocrinology, Diabetes and Metabolism",3,0.12892
103,Nutrition and Dietetics,3,0.12892
104,Engineering (miscellaneous),3,0.12892
105,Software,3,0.12892
106,Human-Computer Interaction,3,0.12892
107,Immunology and Allergy,3,0.12892
108,Education,3,0.12892
109,Geometry and Topology,3,0.12892
110,Metals and Alloys,3,0.12892
111,Building and Construction,3,0.12892
112,Geophysics,3,0.12892
113,Ophthalmology,3,0.12892
114,"Electronic, Optical and Magnetic Materials",3,0.12892
115,Civil and Structural Engineering,3,0.12892
116,Epidemiology,2,0.08595
117,Dermatology,2,0.08595
118,Polymers and Plastics,2,0.08595
119,General Psychology,2,0.08595
120,Economics and Econometrics,2,0.08595
121,General Computer Science,2,0.08595
122,Waste Management and Disposal,2,0.08595
123,Internal Medicine,2,0.08595
124,Health Policy,2,0.08595
125,General Mathematics,2,0.08595
126,"Pharmacology, Toxicology and Pharmaceutics (miscellaneous)",2,0.08595
127,"Surfaces, Coatings and Films",2,0.08595
128,Psychiatry and Mental health,2,0.08595
129,"Management, Monitoring, Policy and Law",2,0.08595
130,Hardware and Architecture,2,0.08595
131,Oncology,2,0.08595
132,Sociology and Political Science,2,0.08595
133,Horticulture,2,0.08595
134,Clinical Biochemistry,2,0.08595
135,Atmospheric Science,2,0.08595
136,Information Systems,2,0.08595
137,Nephrology,2,0.08595
138,Electrochemistry,2,0.08595
139,Business and International Management,2,0.08595
140,"Renewable Energy, Sustainability and the Environment",2,0.08595
141,Pollution,2,0.08595
142,Complementary and alternative medicine,1,0.04297
143,General Dentistry,1,0.04297
144,Communication,1,0.04297
145,Acoustics and Ultrasonics,1,0.04297
146,Arts and Humanities (miscellaneous),1,0.04297
147,Chemistry (miscellaneous),1,0.04297
148,Analysis,1,0.04297
149,Nuclear and High Energy Physics,1,0.04297
150,Philosophy,1,0.04297
151,History,1,0.04297
152,Religious studies,1,0.04297
153,Cultural Studies,1,0.04297
154,Experimental and Cognitive Psychology,1,0.04297
155,Sensory Systems,1,0.04297
156,Media Technology,1,0.04297
157,Social Sciences (miscellaneous),1,0.04297
158,Forestry,1,0.04297
159,Family Practice,1,0.04297
160,Health (social science),1,0.04297
161,Health Informatics,1,0.04297
162,Geochemistry and Petrology,1,0.04297
163,Geology,1,0.04297
164,Surfaces and Interfaces,1,0.04297
165,Anthropology,1,0.04297
166,Anesthesiology and Pain Medicine,1,0.04297
167,Aging,1,0.04297
168,Environmental Chemistry,1,0.04297
169,Signal Processing,1,0.04297
170,Language and Linguistics,1,0.04297
171,Water Science and Technology,1,0.04297
172,Aquatic Science,1,0.04297
173,Surgery,1,0.04297
174,Hematology,1,0.04297
175,General Energy,1,0.04297
176,Applied Psychology,1,0.04297
177,Architecture,1,0.04297
178,Visual Arts and Performing Arts,1,0.04297
179,Urban Studies,1,0.04297
180,Computational Mathematics,1,0.04297
181,Toxicology,1,0.04297
182,Library and Information Sciences,1,0.04297
183,"Statistics, Probability and Uncertainty",1,0.04297
184,Geotechnical Engineering and Engineering Geology,1,0.04297
185,Statistics and Probability,1,0.04297
186,Otorhinolaryngology,1,0.04297
187,Developmental Neuroscience,1,0.04297
188,General Decision Sciences,1,0.04297
189,Animal Science and Zoology,1,0.04297
190,Hepatology,1,0.04297
191,Law,1,0.04297
192,Chemical Engineering (miscellaneous),1,0.04297
193,Filtration and Separation,1,0.04297
194,"Issues, ethics and legal aspects",1,0.04297
195,Neurology,1,0.04297
196,Development,1,0.04297
197,Pathology and Forensic Medicine,1,0.04297
198,Political Science and International Relations,1,0.04297
199,Numerical Analysis,1,0.04297
200,Fuel Technology,1,0.04297
