,word,count,percent
249,Plant Physiology,1,0.10846
250,Journal of Environmental Management,1,0.10846
251,Advanced Biology,1,0.10846
252,Biophysical Reviews,1,0.10846
253,Journal of the Formosan Medical Association,1,0.10846
254,Journal of Crystal Growth,1,0.10846
255,Wearable Technologies,1,0.10846
256,Dynamics and Fluctuations in Biomedical Photonics XIX,1,0.10846
257,American Scientist,1,0.10846
258,JDR Clinical &amp; Translational Research,1,0.10846
259,Neuroglia,1,0.10846
260,Experimental Eye Research,1,0.10846
261,European Journal of Neuroscience,1,0.10846
262,PNAS Nexus,1,0.10846
263,Frontiers in Psychology,1,0.10846
264,Medicine &amp; Science in Sports &amp; Exercise,1,0.10846
265,Journal of Cardiovascular Translational Research,1,0.10846
266,"Biodiversity, Conservation and Sustainability in Asia",1,0.10846
267,Antioxidants,1,0.10846
268,Cancer Biomarkers,1,0.10846
269,Stem Cell Reports,1,0.10846
270,EIGHTH INTERNATIONAL CONFERENCE NEW TRENDS IN THE APPLICATIONS OF DIFFERENTIAL EQUATIONS IN SCIENCES (NTADES2021),1,0.10846
271,Zoological Science,1,0.10846
272,Journal of Neuroscience Research,1,0.10846
273,Polish Journal of Microbiology,1,0.10846
274,Biology,1,0.10846
275,Turkish Journal of Ophthalmology,1,0.10846
276,Journal for Research in Applied Sciences and Biotechnology,1,0.10846
277,Microsystems &amp; Nanoengineering,1,0.10846
278,Expert Review of Proteomics,1,0.10846
279,Sensors,1,0.10846
280,Bulletin of Experimental Biology and Medicine,1,0.10846
281,Breakthroughs in Space Life Science Research,1,0.10846
282,Biotechnology and Bioengineering,1,0.10846
283,Critical Reviews in Biotechnology,1,0.10846
284,Springer Series in Materials Science,1,0.10846
285,Briefings in Bioinformatics,1,0.10846
286,Inventions,1,0.10846
287,Future Foods,1,0.10846
288,Measurement,1,0.10846
289,Cell Reports Methods,1,0.10846
290,International Journal of Pharmaceutics: X,1,0.10846
291,Environmental Microbiology Reports,1,0.10846
292,Journal of Pineal Research,1,0.10846
293,Liver International,1,0.10846
294,International Journal of Biological Macromolecules,1,0.10846
295,JOURNAL OF SUSTAINABILITY SCIENCE AND MANAGEMENT,1,0.10846
296,Technology|Architecture + Design,1,0.10846
297,Tissue and Cell,1,0.10846
298,BMC Microbiology,1,0.10846
299,ACS Medicinal Chemistry Letters,1,0.10846
300,Biosensors and Bioelectronics,1,0.10846
301,Toxins,1,0.10846
302,Journal of Fungi,1,0.10846
303,Journal of Mechanics in Medicine and Biology,1,0.10846
304,The Innovation,1,0.10846
305,Physiologia Plantarum,1,0.10846
306,Minerals Engineering,1,0.10846
307,"Computational Materials, Chemistry, and Biochemistry: From Bold Initiatives to the Last Mile",1,0.10846
308,2021 IEEE Aerospace Conference (50100),1,0.10846
309,International Review of Cell and Molecular Biology,1,0.10846
310,Kosmìčna nauka ì tehnologìâ,1,0.10846
311,Functional Plant Biology,1,0.10846
312,Journal of Visualized Experiments,1,0.10846
313,"Journal of Stem Cells Research, Development &amp; Therapy",1,0.10846
314,"2021 IEEE International Conference on Health, Instrumentation &amp; Measurement, and Natural Sciences (InHeNce)",1,0.10846
315,American Journal of Botany,1,0.10846
316,2021 IEEE 34th International Conference on Micro Electro Mechanical Systems (MEMS),1,0.10846
317,XLIV ACADEMIC SPACE CONFERENCE: dedicated to the memory of academician S.P. Korolev and other outstanding Russian scientists – Pioneers of space exploration,1,0.10846
318,Biochemistry and Biophysics Reports,1,0.10846
319,"2021 International Conference on Electrical, Computer, Communications and Mechatronics Engineering (ICECCME)",1,0.10846
320,Signal Transduction in Cancer and Immunity,1,0.10846
321,Biology Bulletin,1,0.10846
322,Frontiers in Genetics,1,0.10846
323,Biomedical Materials,1,0.10846
324,Journal of Biological Physics,1,0.10846
325,Biochemical and Biophysical Research Communications,1,0.10846
326,Cancers,1,0.10846
327,"Journal of Environmental Science and Health, Part C",1,0.10846
328,Biosensors,1,0.10846
329,Cubesat Handbook,1,0.10846
330,Bioelectromagnetics,1,0.10846
331,PROCEEDINGS OF THE 24TH INTERNATIONAL SCIENTIFIC CONFERENCE OF YOUNG SCIENTISTS AND SPECIALISTS (AYSS-2020),1,0.10846
332,Frontiers in Public Health,1,0.10846
333,European Cells and Materials,1,0.10846
334,Journal of Biomedical Physics and Engineering,1,0.10846
335,Computers,1,0.10846
336,Cellular &amp; Molecular Immunology,1,0.10846
337,Progress in Botany Vol. 83,1,0.10846
338,Progress in Botany,1,0.10846
339,Space Science in China,1,0.10846
340,BULETIN FISIKA,1,0.10846
341,Nucleic Acids Research,1,0.10846
342,Futures,1,0.10846
343,2021 IEEE 8th International Workshop on Metrology for AeroSpace (MetroAeroSpace),1,0.10846
344,Journal of Applied Microbiology,1,0.10846
345,"Mètode Revista
de difusió de la
investigació",1,0.10846
346,Plant Molecular Biology,1,0.10846
347,Cellular and Molecular Bioengineering,1,0.10846
348,Journal of Biological Research - Bollettino della Società Italiana di Biologia Sperimentale,1,0.10846
349,Molecules,1,0.10846
350,Biomicrofluidics,1,0.10846
351,Circulation Research,1,0.10846
352,Project Finance,1,0.10846
353,Applied Mathematics and Computation,1,0.10846
354,Experimental Physiology,1,0.10846
355,Arab Journal of Mathematical Sciences,1,0.10846
356,Eye,1,0.10846
357,Scientific Data,1,0.10846
358,Biomedical Microdevices,1,0.10846
359,Optical and Quantum Electronics,1,0.10846
360,Vietnam Journal of Biotechnology,1,0.10846
361,Cellulose,1,0.10846
362,Journal of Biotechnology and Biomedicine,1,0.10846
363,Plant Reproduction,1,0.10846
364,Plant Science,1,0.10846
365,Human Factors: The Journal of the Human Factors and Ergonomics Society,1,0.10846
366,FEMS Microbiology Letters,1,0.10846
367,Physics,1,0.10846
368,Engineering &amp; Technology,1,0.10846
369,Journal of Cellular and Molecular Medicine,1,0.10846
370,Stem Cells and Development,1,0.10846
371,NeuroQuantology,1,0.10846
372,International Journal of Mechanical Sciences,1,0.10846
373,Patterns,1,0.10846
374,Current Stem Cell Reports,1,0.10846
375,Plasma Physics Reports,1,0.10846
376,Management for Professionals,1,0.10846
377,International Journal of Food Science &amp; Technology,1,0.10846
378,Journal of Space Safety Engineering,1,0.10846
379,Lecture Notes in Networks and Systems,1,0.10846
380,Digital Transformation Technology,1,0.10846
381,CHI Conference on Human Factors in Computing Systems Extended Abstracts,1,0.10846
382,Journal of medical pharmaceutical and allied sciences,1,0.10846
383,Developmental Biology,1,0.10846
384,International Journal of Multiphase Flow,1,0.10846
385,Plant Growth Regulation,1,0.10846
386,Perspectives in Biology and Medicine,1,0.10846
387,High Blood Pressure &amp; Cardiovascular Prevention,1,0.10846
388,Frontiers Research Topics,1,0.10846
389,ECS Meeting Abstracts,1,0.10846
390,Space Policy,1,0.10846
391,Trends in Ecology &amp; Evolution,1,0.10846
392,Biotechnology in Space,1,0.10846
393,Trends in Microbiology,1,0.10846
394,CARDIOMETRY,1,0.10846
395,IEEE Sensors Journal,1,0.10846
396,Biotechnology Advances,1,0.10846
397,Sustainable Energy Technologies and Assessments,1,0.10846
398,Ageing Research Reviews,1,0.10846
399,CNS Spectrums,1,0.10846
400,NeuroSci,1,0.10846
401,Astropolitics,1,0.10846
402,Combustion and Flame,1,0.10846
403,New Frontiers in Astrobiology,1,0.10846
404,Culture and Computing,1,0.10846
405,Environmental Microbiology,1,0.10846
406,Twin Research for Everyone,1,0.10846
407,Genes,1,0.10846
408,American Journal of Physiology-Heart and Circulatory Physiology,1,0.10846
409,JCSM Rapid Communications,1,0.10846
410,Neoplasia,1,0.10846
411,Nutrients,1,0.10846
412,Journal of the European Ceramic Society,1,0.10846
413,Bone Research,1,0.10846
414,Novel Innovation Design for the Future of Health,1,0.10846
415,Cytology and Genetics,1,0.10846
416,Advanced Materials Technologies,1,0.10846
417,Additive Manufacturing,1,0.10846
418,Acta Crystallographica Section A Foundations and Advances,1,0.10846
419,Oxygen,1,0.10846
420,BioScience,1,0.10846
421,The International Library of Bioethics,1,0.10846
422,Transhumanism: Entering an Era of Bodyhacking and Radical Human Modification,1,0.10846
423,International Journal of Heat and Mass Transfer,1,0.10846
424,Evidence-Based Complementary and Alternative Medicine,1,0.10846
425,"Imaging, Manipulation, and Analysis of Biomolecules, Cells, and Tissues XX",1,0.10846
426,INNOVATIONS in pharmacy,1,0.10846
427,Cell Reports,1,0.10846
428,Nature Microbiology,1,0.10846
429,Journal of Craniofacial Surgery,1,0.10846
430,Nature,1,0.10846
431,Lunar Science - Habitat and Humans,1,0.10846
432,Extremophiles,1,0.10846
433,Handbook of Plant Disease Management,1,0.10846
434,Handbook of Vegetable and Herb Diseases,1,0.10846
435,Marine Drugs,1,0.10846
436,Membranes,1,0.10846
437,International Journal of Thermal Sciences,1,0.10846
